,ID_VICTIMA,ID_HECHO,ROL,SEXO,EDAD,RANGO_ETAREO,FECHA,HORA,TIPO_DE_CALLE,CALLE,CRUCE,COMUNA,LONGITUD,LATITUD,VICTIMA,ACUSADO
585,2020-0046-586,2020-0046,CONDUCTOR,MASCULINO,41,34_49,2020-10-27,21,AVENIDA,NAZCA AV.,"CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,MOTO,MOTO
586,2020-0047-587,2020-0047,PEATON,MASCULINO,15,<18,2020-10-27,14,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,9,-58.46668375,-34.65174801,PEATON,CARGAS
587,2020-0048-588,2020-0048,CONDUCTOR,MASCULINO,41,34_49,2020-10-29,20,AVENIDA,DORREGO AV.,,15,-58.44958780,-34.59322448,MOTO,OBJETO FIJO
588,2020-0049-589,2020-0049,PEATON,MASCULINO,36,34_49,2020-10-30,20,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON,AUTO
589,2020-0050-590,2020-0050,PEATON,FEMENINO,28,18_33,2020-11-01,22,AVENIDA,SANTA FE AV.,GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON,MOTO
590,2020-0051-591,2020-0051,CONDUCTOR,MASCULINO,49,34_49,2020-11-05,0,AVENIDA,AVELLANEDA AV.,MERCEDES,10,-58.48493828,-34.62981124,MOTO,AUTO
591,2020-0052-592,2020-0052,CICLISTA,MASCULINO,44,34_49,2020-11-07,6,AVENIDA,TUCUMAN,PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA,CARGAS
592,2020-0053-593,2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,27,18_33,2020-11-09,3,AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,AUTO,AUTO
593,2020-0054-594,2020-0054,CICLISTA,MASCULINO,59,50_65,2020-11-19,9,CALLE,INCLAN,ALBERTI,4,-58.39956546,-34.62977080,BICICLETA,AUTO
594,2020-0055-595,2020-0055,PEATON,MASCULINO,91,>65,2020-11-19,12,AVENIDA,OLAZABAL AV.,,12,-58.49005682,-34.57868970,PEATON,CARGAS
595,2020-0056-596,2020-0056,CONDUCTOR,FEMENINO,34,34_49,2020-11-21,13,GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO,CARGAS
596,2020-0057-597,2020-0057,PEATON,MASCULINO,84,>65,2020-11-23,7,AVENIDA,NAZCA AV.,"VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON,AUTO
597,2020-0058-598,2020-0058,PEATON,MASCULINO,57,50_65,2020-11-24,16,AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON,AUTO
598,2020-0059-599,2020-0059,PEATON,FEMENINO,49,34_49,2020-12-01,6,CALLE,BRASIL,,1,-58.37951690,-34.62794241,PEATON,PASAJEROS
599,2020-0060-600,2020-0060,PEATON,FEMENINO,69,>65,2020-12-03,20,AVENIDA,HOMERO,"PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON,MOTO
600,2020-0061-601,2020-0061,CONDUCTOR,MASCULINO,45,34_49,2020-12-03,14,AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO,CARGAS
601,2020-0062-602,2020-0062,CICLISTA,MASCULINO,47,34_49,2020-12-04,17,CALLE,MORENO,,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS
602,2020-0063-603,2020-0063,PEATON,MASCULINO,38,34_49,2020-12-05,7,CALLE,NUEVA YORK,ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO
603,2020-0063-604,2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,21,18_33,2020-12-05,7,CALLE,NUEVA YORK,ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO
604,2020-0065-605,2020-0065,CONDUCTOR,MASCULINO,24,18_33,2020-12-05,16,GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,AUTO
605,2020-0066-606,2020-0066,CONDUCTOR,MASCULINO,27,18_33,2020-12-07,4,AUTOPISTA,AUTOPISTA PERITO MORENO,,10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO
606,2020-0067-607,2020-0067,PEATON,MASCULINO,51,50_65,2020-12-11,22,AVENIDA,SAENZ AV.,BEAZLEY,4,-58.41657793,-34.65476216,PEATON,PASAJEROS
607,2020-0068-608,2020-0068,CONDUCTOR,MASCULINO,71,>65,2020-12-12,20,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,2,-58.39731474,-34.58307887,MOTO,AUTO
608,2020-0069-609,2020-0069,PASAJERO_ACOMPAÑANTE,MASCULINO,25,18_33,2020-12-15,5,AVENIDA,INDEPENDENCIA AV.,"SAENZ PEÑA, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO,PASAJEROS
609,2020-0070-610,2020-0070,PEATON,FEMENINO,81,>65,2020-12-17,15,AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON,PASAJEROS
610,2020-0071-611,2020-0071,PEATON,MASCULINO,4,<18,2020-12-17,23,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON,AUTO
611,2020-0072-612,2020-0072,CICLISTA,MASCULINO,42,34_49,2020-12-19,3,AVENIDA,JUJUY AV.,"CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA,AUTO
612,2020-0073-613,2020-0073,CONDUCTOR,MASCULINO,56,50_65,2020-12-20,7,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO
613,2020-0074-614,2020-0074,CONDUCTOR,MASCULINO,39,34_49,2020-12-20,21,AVENIDA,BOGOTA,NAZCA AV.,7,-58.47110424,-34.62742408,AUTO,AUTO
614,2020-0075-615,2020-0075,PEATON,MASCULINO,23,18_33,2020-12-23,14,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON,PASAJEROS
615,2020-0076-616,2020-0076,CONDUCTOR,FEMENINO,78,>65,2020-12-24,12,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,10,-58.49794468,-34.61565025,AUTO,PASAJEROS
616,2020-0077-617,2020-0077,CONDUCTOR,FEMENINO,30,18_33,2020-12-25,6,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO
617,2020-0077-618,2020-0077,PASAJERO_ACOMPAÑANTE,FEMENINO,24,18_33,2020-12-25,6,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO
618,2020-0078-619,2020-0078,CICLISTA,MASCULINO,26,18_33,2020-12-25,5,CALLE,BARCO CENTENERA DEL,,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS
619,2020-0079-620,2020-0079,CONDUCTOR,MASCULINO,28,18_33,2020-12-27,4,GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO
620,2021-0001-621,2021-0001,CONDUCTOR,MASCULINO,36,34_49,2021-01-06,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,-58.37960727,-34.62622851,MOTO,AUTO
621,2021-0002-622,2021-0002,CONDUCTOR,FEMENINO,47,34_49,2021-01-07,10,AVENIDA,"CASTRO, EMILIO AV.",MURGUIONDO,9,-58.51061062,-34.64972472,MOTO,CARGAS
622,2021-0003-623,2021-0003,CONDUCTOR,MASCULINO,27,18_33,2021-01-10,7,AUTOPISTA,AUTOPISTA 25 DE MAYO,,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO
623,2021-0004-624,2021-0004,PEATON,FEMENINO,61,50_65,2021-01-11,9,AVENIDA,CASEROS AV.,GUARANI,5,-58.41455544,-34.63866836,PEATON,CARGAS
624,2021-0005-625,2021-0005,PEATON,MASCULINO,73,>65,2021-01-11,21,AVENIDA,"PERON, EVA AV.",,9,-58.46774439,-34.64730145,PEATON,AUTO
625,2021-0006-626,2021-0006,PASAJERO_ACOMPAÑANTE,FEMENINO,23,18_33,2021-01-12,21,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO,CARGAS
626,2021-0007-627,2021-0007,CONDUCTOR,MASCULINO,84,>65,2021-01-18,10,AVENIDA,DE LOS CONSTITUYENTES AV.,GIRIBONE,15,-58.48744301,-34.58622275,MOTO,MOTO
627,2021-0008-628,2021-0008,PEATON,MASCULINO,28,18_33,2021-01-22,23,AVENIDA,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON,PASAJEROS
628,2021-0009-629,2021-0009,CONDUCTOR,MASCULINO,31,18_33,2021-01-23,5,AVENIDA,PAYSANDU,GAONA AV.,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO
629,2021-0010-630,2021-0010,CONDUCTOR,MASCULINO,28,18_33,2021-01-23,8,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO,AUTO
630,2021-0011-631,2021-0011,PEATON,MASCULINO,21,18_33,2021-01-27,1,AVENIDA,SANTA FE AV.,,2,-58.39144148,-34.59564871,PEATON,AUTO
631,2021-0012-632,2021-0012,PEATON,MASCULINO,SD,SD,2021-01-29,20,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",GUAMINI,8,-58.48191128,-34.68385968,PEATON,AUTO
632,2021-0013-633,2021-0013,CONDUCTOR,MASCULINO,41,34_49,2021-01-31,6,AVENIDA,"FALCON, RAMON L.,CNEL.",OLIVERA AV.,10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO
633,2021-0014-634,2021-0014,PEATON,MASCULINO,28,18_33,2021-02-02,0,AVENIDA,SAN MARTIN AV.,NOGOYA,15,-58.48328708,-34.59779521,PEATON,AUTO
634,2021-0015-635,2021-0015,CONDUCTOR,MASCULINO,26,18_33,2021-02-06,3,AVENIDA,SAN MARTIN AV.,TINOGASTA,15,-58.49018543,-34.59724990,MOTO,OBJETO FIJO
635,2021-0016-636,2021-0016,CONDUCTOR,MASCULINO,22,18_33,2021-02-14,5,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO
636,2021-0017-637,2021-0017,CONDUCTOR,MASCULINO,33,18_33,2021-02-17,4,AVENIDA,SALTA,CASEROS AV.,1,-58.38262614,-34.63168269,MOTO,PASAJEROS
637,2021-0018-638,2021-0018,PEATON,MASCULINO,36,34_49,2021-02-20,19,CALLE,"JAURES, JEAN","PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON,AUTO
638,2021-0019-639,2021-0019,CONDUCTOR,MASCULINO,30,18_33,2021-02-21,1,AVENIDA,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO
639,2021-0020-640,2021-0020,PEATON,FEMENINO,SD,SD,2021-02-21,15,CALLE,POTOSI,GASCON,5,-58.42462955,-34.60727189,PEATON,CARGAS
640,2021-0021-641,2021-0021,CONDUCTOR,MASCULINO,39,34_49,2021-02-26,5,CALLE,"YRIGOYEN, HIPOLITO",24 DE NOVIEMBRE,3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO
641,2021-0022-642,2021-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,68,>65,2021-02-28,12,AVENIDA,DEL LIBERTADOR AV.,ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS,SD
642,2021-0023-643,2021-0023,CONDUCTOR,MASCULINO,24,18_33,2021-03-01,9,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,4,.,.,MOTO,CARGAS
643,2021-0024-644,2021-0024,CICLISTA,MASCULINO,5,<18,2021-03-03,16,AVENIDA,"PERON, EVA AV.",PIEDRA BUENA AV.,9,-58.49573651,-34.67006054,BICICLETA,CARGAS
644,2021-0025-645,2021-0025,CONDUCTOR,MASCULINO,37,34_49,2021-03-11,3,GRAL PAZ,"PAZ, GRAL. AV.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.48695354,-34.68795245,MOTO,OTRO
645,2021-0026-646,2021-0026,CONDUCTOR,MASCULINO,36,34_49,2021-03-15,2,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO
646,2021-0027-647,2021-0027,CONDUCTOR,FEMENINO,19,18_33,2021-03-16,15,GRAL PAZ,"PAZ, GRAL. AV.",DONADO,12,-58.49491054,-34.54795581,MOTO,CARGAS
647,2021-0028-648,2021-0028,PEATON,MASCULINO,SD,SD,2021-03-29,17,AVENIDA,COREA AV.,"TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON,PASAJEROS
648,2021-0029-649,2021-0029,CONDUCTOR,MASCULINO,26,18_33,2021-03-31,18,AVENIDA,"FALCON, RAMON L.,CNEL.",SAN PEDRITO AV.,7,-58.46899119,-34.63215432,AUTO,AUTO
649,2021-0030-650,2021-0030,PEATON,MASCULINO,36,34_49,2021-04-03,18,CALLE,FINOCHIETTO ENRIQUE DR.,,4,-58.38685612,-34.63455776,PEATON,PASAJEROS
650,2021-0031-651,2021-0031,PEATON,FEMENINO,68,>65,2021-04-07,10,AVENIDA,9 DE JULIO AV.,INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON,CARGAS
651,2021-0032-652,2021-0032,PEATON,MASCULINO,60,50_65,2021-04-10,19,AUTOPISTA,"CANTILO, INT.","GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON,MOTO
652,2021-0033-653,2021-0033,CONDUCTOR,MASCULINO,33,18_33,2021-04-14,17,AUTOPISTA,AUTOPISTA 25 DE MAYO,,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO
653,2021-0034-654,2021-0034,PASAJERO_ACOMPAÑANTE,FEMENINO,26,18_33,2021-04-19,14,AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,4,-58.40184094,-34.64546845,MOTO,CARGAS
654,2021-0035-655,2021-0035,CONDUCTOR,MASCULINO,24,18_33,2021-05-03,9,AVENIDA,"JANER, ANA MARIA",LAFUENTE AV.,8,-58.44642231,-34.65679806,MOTO,CARGAS
655,2021-0036-656,2021-0036,CONDUCTOR,MASCULINO,36,34_49,2021-05-09,6,GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO
656,2021-0037-657,2021-0037,PEATON,FEMENINO,58,50_65,2021-05-11,7,AVENIDA,MONROE,"BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON,PASAJEROS
657,2021-0038-658,2021-0038,CONDUCTOR,FEMENINO,44,34_49,2021-05-14,11,AVENIDA,"JUSTO, JUAN B. AV.",SANTA FE AV.,14,-58.42653328,-34.57816791,MOTO,CARGAS
658,2021-0039-659,2021-0039,CICLISTA,MASCULINO,86,>65,2021-05-15,12,AVENIDA,OLIDEN,"ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA,AUTO
659,2021-0040-660,2021-0040,CONDUCTOR,MASCULINO,27,18_33,2021-05-20,5,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,13,-58.46743471,-34.53476874,MOTO,AUTO
660,2021-0041-661,2021-0041,PEATON,MASCULINO,75,>65,2021-05-20,8,AVENIDA,DEL LIBERTADOR AV.,CASARES AV.,14,-58.40986646,-34.57728060,PEATON,PASAJEROS
661,2021-0042-662,2021-0042,PEATON,MASCULINO,39,34_49,2021-05-21,5,AVENIDA,RIVADAVIA AV.,,9,-58.51739138,-34.63931792,PEATON,PASAJEROS
662,2021-0043-663,2021-0043,PEATON,MASCULINO,50,50_65,2021-05-22,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PILAR,9,-58.50719962,-34.65556223,PEATON,AUTO
663,2021-0044-664,2021-0044,PASAJERO_ACOMPAÑANTE,MASCULINO,21,18_33,2021-05-25,2,AVENIDA,"PERON, EVA AV.","ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO
664,2021-0045-665,2021-0045,CONDUCTOR,MASCULINO,22,18_33,2021-05-26,17,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37709334,-34.64035082,MOTO,MULTIPLE
665,2021-0046-666,2021-0046,PASAJERO_ACOMPAÑANTE,MASCULINO,20,18_33,2021-05-31,2,AVENIDA,ELCANO AV.,GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO
666,2021-0047-667,2021-0047,CONDUCTOR,MASCULINO,59,50_65,2021-06-02,16,AVENIDA,"VEDIA, AGUSTIN DE","RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO,AUTO
667,2021-0048-668,2021-0048,CICLISTA,MASCULINO,44,34_49,2021-06-03,9,AVENIDA,CAPDEVILA,CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA,AUTO
668,2021-0049-669,2021-0049,CONDUCTOR,MASCULINO,74,>65,2021-06-03,20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,8,-58.45410344,-34.66902702,AUTO,AUTO
669,2021-0050-670,2021-0050,CONDUCTOR,MASCULINO,56,50_65,2021-06-10,13,AVENIDA,DEL LIBERTADOR AV.,,13,-58.44751621,-34.55719892,MOTO,PASAJEROS
670,2021-0051-671,2021-0051,PEATON,MASCULINO,73,>65,2021-06-15,19,AVENIDA,27 DE FEBRERO AV.,EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON,CARGAS
671,2021-0052-672,2021-0052,PASAJERO_ACOMPAÑANTE,FEMENINO,19,18_33,2021-06-20,5,GRAL PAZ,"PAZ, GRAL. AV.",,8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO
672,2021-0053-673,2021-0053,PEATON,MASCULINO,58,50_65,2021-06-20,12,AVENIDA,CORRIENTES AV.,,15,-58.44399875,-34.59477360,PEATON,BICICLETA
673,2021-0054-674,2021-0054,CONDUCTOR,MASCULINO,41,34_49,2021-06-22,14,CALLE,TABARE,EREZCANO,4,-58.42759813,-34.65463857,MOTO,CARGAS
674,2021-0055-675,2021-0055,PASAJERO_ACOMPAÑANTE,MASCULINO,47,34_49,2021-06-29,12,AVENIDA,CORRIENTES AV.,PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO,CARGAS
675,2021-0056-676,2021-0056,CICLISTA,MASCULINO,60,50_65,2021-07-09,23,AVENIDA,CORRALES,"MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA,AUTO
676,2021-0057-677,2021-0057,CONDUCTOR,MASCULINO,46,34_49,2021-07-10,23,AUTOPISTA,AUTOPISTA ARTURO ILLIA,,2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO
677,2021-0058-678,2021-0058,PEATON,MASCULINO,24,18_33,2021-07-21,0,GRAL PAZ,"PAZ, GRAL. AV.",VEDIA,12,-58.48941042,-34.54596153,PEATON,AUTO
678,2021-0059-679,2021-0059,PASAJERO_ACOMPAÑANTE,FEMENINO,44,34_49,2021-07-22,1,AVENIDA,"GARAY, JUAN DE AV.",,3,-58.39640740,-34.62783085,AUTO,OBJETO FIJO
679,2021-0060-680,2021-0060,PEATON,FEMENINO,80,>65,2021-07-22,12,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,5,-58.41971993,-34.61112240,PEATON,PASAJEROS
680,2021-0061-681,2021-0061,PEATON,FEMENINO,55,50_65,2021-07-24,9,AVENIDA,"MORENO, PERITO AV.","ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON,CARGAS
681,2021-0062-682,2021-0062,CONDUCTOR,MASCULINO,73,>65,2021-07-27,7,AVENIDA,LA PLATA AV.,,4,-58.42003882,-34.64645957,AUTO,CARGAS
682,2021-0063-683,2021-0063,PASAJERO_ACOMPAÑANTE,FEMENINO,31,18_33,2021-08-02,4,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,7,-58.46851293,-34.63348678,AUTO,AUTO
683,2021-0064-684,2021-0064,PEATON,MASCULINO,37,34_49,2021-08-02,20,GRAL PAZ,"PAZ, GRAL. AV.",TONELERO,9,-58.52931141,-34.65422917,PEATON,CARGAS
684,2021-0065-685,2021-0065,PEATON,FEMENINO,63,50_65,2021-08-06,8,AVENIDA,SAN JUAN AV.,LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON,PASAJEROS
685,2021-0066-686,2021-0066,PEATON,MASCULINO,59,50_65,2021-08-06,20,AVENIDA,LOPE DE VEGA AV.,"PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON,PASAJEROS
686,2021-0067-687,2021-0067,CONDUCTOR,MASCULINO,27,18_33,2021-08-08,9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO
687,2021-0068-688,2021-0068,CONDUCTOR,MASCULINO,39,34_49,2021-08-15,6,AVENIDA,"BEIRO, FRANCISCO AV.",,11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO
688,2021-0069-689,2021-0069,PEATON,MASCULINO,17,<18,2021-08-20,17,AVENIDA,SANTA FE AV.,,14,-58.41354692,-34.58697680,PEATON,AUTO
689,2021-0070-690,2021-0070,CONDUCTOR,MASCULINO,31,18_33,2021-08-28,8,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL",VARELA AV.,8,-58.43960781,-34.65470804,MOTO,CARGAS
690,2021-0071-691,2021-0071,PEATON,MASCULINO,88,>65,2021-08-31,16,CALLE,SAN LUIS,,3,-58.40454610,-34.60003693,PEATON,MOTO
691,2021-0072-692,2021-0072,PEATON,FEMENINO,57,50_65,2021-09-01,19,AVENIDA,CALLAO AV.,PARAGUAY,2,-58.39303911,-34.59871111,PEATON,AUTO
692,2021-0073-693,2021-0073,CICLISTA,FEMENINO,76,>65,2021-09-18,12,AVENIDA,DEL LIBERTADOR AV.,"AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA,AUTO
693,2021-0074-694,2021-0074,CONDUCTOR,MASCULINO,55,50_65,2021-09-20,15,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO,MULTIPLE
694,2021-0075-695,2021-0075,PEATON,MASCULINO,65,>65,2021-09-21,14,CALLE,SALTA,BRASIL,1,-58.38281301,-34.62786038,PEATON,CARGAS
695,2021-0076-696,2021-0076,CONDUCTOR,MASCULINO,31,18_33,2021-10-16,6,AVENIDA,"MORENO, PERITO AV.",,7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO
696,2021-0077-697,2021-0077,CONDUCTOR,FEMENINO,31,18_33,2021-10-18,7,AVENIDA,DIRECTORIO AV.,,6,-58.44402387,-34.62933109,MOTO,CARGAS
697,2021-0078-698,2021-0078,CONDUCTOR,MASCULINO,22,18_33,2021-10-23,6,AVENIDA,INDEPENDENCIA AV.,LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO,PASAJEROS
698,2021-0079-699,2021-0079,PEATON,MASCULINO,SD,SD,2021-10-25,3,CALLE,TUCUMAN,,3,-58.40944147,-34.60097942,PEATON,AUTO
699,2021-0080-700,2021-0080,CONDUCTOR,MASCULINO,32,18_33,2021-10-28,16,AVENIDA,ARENALES,9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO,AUTO
700,2021-0081-701,2021-0081,CONDUCTOR,MASCULINO,26,18_33,2021-11-02,13,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37627355,-34.63800916,MOTO,CARGAS
701,2021-0082-702,2021-0082,CONDUCTOR,MASCULINO,38,34_49,2021-11-06,4,AUTOPISTA,AUTOPISTA 25 DE MAYO,,3,-58.39591856,-34.62453459,MOTO,AUTO
702,2021-0083-703,2021-0083,CONDUCTOR,MASCULINO,30,18_33,2021-11-09,0,AVENIDA,CABILDO AV.,OLAZABAL,13,-58.45829717,-34.56015762,MOTO,AUTO
703,2021-0084-704,2021-0084,CONDUCTOR,MASCULINO,32,18_33,2021-11-11,3,AVENIDA,TAPALQUE,BRUIX AV.,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO
704,2021-0097-705,2021-0097,CICLISTA,MASCULINO,53,50_65,2021-11-18,6,CALLE,PADRE CARLOS MUJICA,,1,-58.37976155,-34.58679619,BICICLETA,AUTO
705,2021-0085-706,2021-0085,CONDUCTOR,MASCULINO,49,34_49,2021-11-20,18,GRAL PAZ,"PAZ, GRAL. AV.",EZEIZA,12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO
706,2021-0086-707,2021-0086,PEATON,MASCULINO,75,>65,2021-11-25,10,AVENIDA,RIVADAVIA AV.,PUAN,6,-58.44864864,-34.62352826,PEATON,PASAJEROS
707,2021-0087-708,2021-0087,PEATON,FEMENINO,73,>65,2021-11-27,11,CALLE,ESMERALDA,,1,-58.37795815,-34.59167894,PEATON,BICICLETA
708,2021-0088-709,2021-0088,CONDUCTOR,MASCULINO,45,34_49,2021-12-01,15,CALLE,MONROE,3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO,AUTO
709,2021-0089-710,2021-0089,CONDUCTOR,MASCULINO,41,34_49,2021-12-02,1,AVENIDA,GAONA AV.,,11,-58.47633683,-34.62140594,MOTO,AUTO
710,2021-0090-711,2021-0090,PEATON,MASCULINO,73,>65,2021-12-10,11,AVENIDA,9 DE JULIO AV.,LAVALLE,1,-58.38188582,-34.60256036,PEATON,PASAJEROS
711,2021-0091-712,2021-0091,CONDUCTOR,MASCULINO,24,18_33,2021-12-11,23,CALLE,BAIGORRIA,"HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO,AUTO
712,2021-0092-713,2021-0092,PEATON,FEMENINO,50,50_65,2021-12-12,6,AVENIDA,RIVADAVIA AV.,PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON,AUTO
713,2021-0093-714,2021-0093,PASAJERO_ACOMPAÑANTE,FEMENINO,18,18_33,2021-12-13,17,AVENIDA,RIESTRA AV.,MOM,7,-58.43353773,-34.64561636,MOTO,AUTO
714,2021-0094-715,2021-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,43,34_49,2021-12-20,1,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",LACARRA AV.,9,-58.46739825,-34.65117757,MOTO,AUTO
715,2021-0095-716,2021-0095,CONDUCTOR,MASCULINO,27,18_33,2021-12-30,0,AVENIDA,GAONA AV.,TERRADA,11,-58.47293407,-34.61984745,MOTO,CARGAS
716,2021-0096-717,2021-0096,CONDUCTOR,MASCULINO,60,50_65,2021-12-15,10,AVENIDA,"PERON, EVA AV.",,9,-58.47066794,-34.65021673,AUTO,CARGAS
