,ID_VICTIMA,ID_HECHO,ROL,SEXO,EDAD,RANGO_ETAREO,FECHA,HORA,TIPO_DE_CALLE,CALLE,CRUCE,COMUNA,LONGITUD,LATITUD,VICTIMA,ACUSADO
450,2019-0015-451,2019-0015,CONDUCTOR,MASCULINO,21,18_33,2019-02-23,6,AVENIDA,SAN MARTIN AV.,,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO
451,2019-0016-452,2019-0016,CONDUCTOR,MASCULINO,40,34_49,2019-02-24,2,CALLE,"CARRILLO, RAMON, DR.",FINOCHIETTO ENRIQUE DR.,4,-58.38313603,-34.63356284,MOTO,PASAJEROS
452,2019-0017-453,2019-0017,CONDUCTOR,MASCULINO,22,18_33,2019-03-03,7,CALLE,MEXICO,PICHINCHA,3,-58.39914719,-34.61632317,AUTO,PASAJEROS
453,2019-0018-454,2019-0018,PEATON,FEMENINO,29,18_33,2019-03-03,23,AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON,AUTO
454,2019-0019-455,2019-0019,CONDUCTOR,MASCULINO,SD,SD,2019-03-06,12,AVENIDA,DEL LIBERTADOR AV.,,13,-58.45049163,-34.55374003,MOTO,AUTO
455,2019-0020-456,2019-0020,CONDUCTOR,MASCULINO,43,34_49,2019-03-07,21,AVENIDA,CHICLANA AV.,,5,-58.41288952,-34.63572989,MOTO,AUTO
456,2019-0021-457,2019-0021,CONDUCTOR,MASCULINO,23,18_33,2019-03-15,22,AVENIDA,BOYACA AV.,YERBAL,7,-58.45743597,-34.62561234,MOTO,AUTO
457,2019-0022-458,2019-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,SD,2019-03-15,0,AVENIDA,ENTRE RIOS AV.,,1,-58.39123782,-34.62352245,AUTO,SD
458,2019-0023-459,2019-0023,CONDUCTOR,MASCULINO,34,34_49,2019-03-16,8,GRAL PAZ,"PAZ, GRAL. AV.","JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO
459,2019-0024-460,2019-0024,CONDUCTOR,MASCULINO,32,18_33,2019-03-19,7,AVENIDA,ANTARTIDA ARGENTINA AV.,,1,-58.37208118,-34.58541957,MOTO,CARGAS
460,2019-0025-461,2019-0025,PEATON,MASCULINO,27,18_33,2019-03-22,13,CALLE,"MITRE, BARTOLOME",SANCHEZ DE BUSTAMANTE,5,-58.41458534,-34.60937557,PEATON,AUTO
461,2019-0026-462,2019-0026,PEATON,MASCULINO,SD,SD,2019-03-28,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PEATON,PASAJEROS
462,2019-0027-463,2019-0027,CICLISTA,MASCULINO,37,34_49,2019-03-28,11,AVENIDA,SANTA FE AV.,AZCUENAGA,2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE
463,2019-0028-464,2019-0028,PEATON,FEMENINO,SD,SD,2019-04-06,9,AVENIDA,"JUSTO, JUAN B. AV.","OROÑO, NICASIO",11,-58.46051346,-34.60588536,PEATON,PASAJEROS
464,2019-0029-465,2019-0029,CONDUCTOR,MASCULINO,27,18_33,2019-04-07,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO
465,2019-0030-466,2019-0030,CONDUCTOR,MASCULINO,25,18_33,2019-04-09,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",YERBAL,7,-58.45457546,-34.62447891,MOTO,CARGAS
466,2019-0031-467,2019-0031,CICLISTA,MASCULINO,20,18_33,2019-04-12,19,AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS
467,2019-0032-468,2019-0032,PEATON,FEMENINO,83,>65,2019-04-16,11,AVENIDA,CAMARONES,"ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,PEATON,AUTO
468,2019-0033-469,2019-0033,CONDUCTOR,MASCULINO,25,18_33,2019-04-18,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO,SD
469,2019-0034-470,2019-0034,CONDUCTOR,MASCULINO,SD,SD,2019-04-21,9,AVENIDA,"MORENO, PERITO AV.",,7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO
470,2019-0035-471,2019-0035,PEATON,FEMENINO,75,>65,2019-04-23,14,CALLE,SUIPACHA,,1,-58.37942637,-34.60053054,PEATON,BICICLETA
471,2019-0036-472,2019-0036,CONDUCTOR,MASCULINO,34,34_49,2019-04-26,22,CALLE,RIGLOS,FORMOSA,6,-58.43680440,-34.62147504,MOTO,AUTO
472,2019-0037-473,2019-0037,CONDUCTOR,MASCULINO,17,<18,2019-05-01,23,AVENIDA,LA RIOJA,INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO,AUTO
473,2019-0038-474,2019-0038,PEATON,FEMENINO,42,34_49,2019-05-04,14,AVENIDA,"UDAONDO, GUILLERMO AV.","FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON,MOTO
474,2019-0105-475,2019-0105,PEATON,FEMENINO,82,>65,2019-05-05,11,AVENIDA,SANTO TOME,SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON,AUTO
475,2019-0039-476,2019-0039,CONDUCTOR,MASCULINO,28,18_33,2019-05-09,3,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO,AUTO
476,2019-0040-477,2019-0040,CONDUCTOR,MASCULINO,44,34_49,2019-05-09,12,CALLE,PUAN,SANTANDER,7,-58.44263580,-34.63679732,MOTO,SD
477,2019-0041-478,2019-0041,PASAJERO_ACOMPAÑANTE,FEMENINO,78,>65,2019-05-11,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ANDALGALA,9,-58.51140289,-34.65846419,AUTO,MULTIPLE
478,2019-0042-479,2019-0042,PEATON,MASCULINO,39,34_49,2019-05-14,15,CALLE,LIMA,CONSTITUCION,1,-58.38211431,-34.62465368,PEATON,PASAJEROS
479,2019-0043-480,2019-0043,CICLISTA,FEMENINO,SD,SD,2019-05-21,9,AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS
480,2019-0044-481,2019-0044,PEATON,FEMENINO,77,>65,2019-05-27,12,AVENIDA,BOEDO AV.,,5,-58.41635217,-34.62036547,PEATON,MOTO
481,2019-0045-482,2019-0045,CONDUCTOR,MASCULINO,33,18_33,2019-06-03,7,AVENIDA,DEL LIBERTADOR AV.,REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO,CARGAS
482,2019-0046-483,2019-0046,PASAJERO_ACOMPAÑANTE,FEMENINO,26,18_33,2019-06-04,9,GRAL PAZ,"PAZ, GRAL. AV.",CABILDO AV.,13,-58.47617802,-34.53825652,MOTO,AUTO
483,2019-0047-484,2019-0047,PEATON,MASCULINO,76,>65,2019-06-06,10,AVENIDA,CASEROS AV.,,4,-58.38641783,-34.63330028,PEATON,CARGAS
484,2019-0048-485,2019-0048,CONDUCTOR,MASCULINO,32,18_33,2019-06-07,7,AVENIDA,AVELLANEDA AV.,,6,-58.45322169,-34.62038137,MOTO,CARGAS
485,2019-0049-486,2019-0049,PEATON,FEMENINO,72,>65,2019-06-08,9,CALLE,CIUDAD DE LA PAZ,MENDOZA,13,-58.45849057,-34.56166498,PEATON,CARGAS
486,2019-0050-487,2019-0050,CONDUCTOR,MASCULINO,21,18_33,2019-06-08,23,AVENIDA,"SALGUERO, JERONIMO",HONDURAS AV.,14,-58.41829559,-34.59411677,MOTO,CARGAS
487,2019-0051-488,2019-0051,CONDUCTOR,MASCULINO,41,34_49,2019-06-11,10,CALLE,"FILIBERTO, JUAN DE DIOS",OLAVARRIA,4,-58.36376488,-34.63832093,MOTO,AUTO
488,2019-0053-489,2019-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,49,34_49,2019-06-14,17,AVENIDA,ASTURIAS AV.,CASTAÑARES AV.,8,-58.46442668,-34.66004784,AUTO,AUTO
489,2019-0054-490,2019-0054,CONDUCTOR,MASCULINO,21,18_33,2019-06-20,3,CALLE,GANDARA,,15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO
490,2019-0055-491,2019-0055,CONDUCTOR,MASCULINO,47,34_49,2019-06-20,19,AVENIDA,"GUEVARA, TRINIDAD","MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,MOTO,PASAJEROS
491,2019-0056-492,2019-0056,PEATON,FEMENINO,75,>65,2019-06-29,17,AVENIDA,BOYACA AV.,,7,-58.45877601,-34.62330939,PEATON,AUTO
492,2019-0057-493,2019-0057,PEATON,FEMENINO,63,50_65,2019-07-05,19,CALLE,ARTILLEROS,LA PAMPA,13,-58.44196498,-34.55760517,PEATON,AUTO
493,2019-0058-494,2019-0058,CONDUCTOR,MASCULINO,39,34_49,2019-07-10,9,AUTOPISTA,AUTOPISTA PERITO MORENO,,10,-58.50622631,-34.63627822,MOTO,PASAJEROS
494,2019-0059-495,2019-0059,CONDUCTOR,MASCULINO,30,18_33,2019-07-13,22,CALLE,15 DE NOVIEMBRE DE 1889,SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,MOTO,PASAJEROS
495,2019-0060-496,2019-0060,PEATON,FEMENINO,78,>65,2019-07-17,11,AVENIDA,"ACOSTA, MARIANO AV.","FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,PEATON,AUTO
496,2019-0061-497,2019-0061,PEATON,FEMENINO,58,50_65,2019-07-17,18,CALLE,11 DE SEPTIEMBRE DE 1888,MENDOZA,13,-58.45200171,-34.55781320,PEATON,PASAJEROS
497,2019-0062-498,2019-0062,PEATON,FEMENINO,60,50_65,2019-08-01,23,AVENIDA,"PINO, VIRREY DEL","CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON,PASAJEROS
498,2019-0063-499,2019-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,SD,2019-08-04,1,AVENIDA,FOREST AV.,MAURE,15,-58.45220688,-34.58711712,MOTO,PASAJEROS
499,2019-0064-500,2019-0064,CONDUCTOR,MASCULINO,20,18_33,2019-08-06,3,AVENIDA,BOYACA AV.,AVELLANEDA AV.,7,-58.45962210,-34.62245140,MOTO,AUTO
500,2019-0065-501,2019-0065,PEATON,FEMENINO,55,50_65,2019-08-08,16,CALLE,BARCO CENTENERA DEL,TILCARA,4,-58.41970850,-34.65414867,PEATON,PASAJEROS
501,2019-0066-502,2019-0066,PEATON,MASCULINO,40,34_49,2019-08-11,21,AVENIDA,RIESTRA AV.,BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,PEATON,AUTO
502,2019-0067-503,2019-0067,CONDUCTOR,MASCULINO,35,34_49,2019-08-14,15,CALLE,"CASTRO, EMILIO",,10,-58.49101637,-34.64276621,MOTO,CARGAS
503,2019-0068-504,2019-0068,CONDUCTOR,MASCULINO,53,50_65,2019-08-14,17,AVENIDA,27 DE FEBRERO AV.,,8,-58.42493829,-34.66256502,MOTO,MOTO
504,2019-0069-505,2019-0069,CONDUCTOR,MASCULINO,43,34_49,2019-08-17,5,AVENIDA,"GARAY, JUAN DE AV.",,4,-58.40489318,-34.62930162,MOTO,AUTO
505,2019-0070-506,2019-0070,CONDUCTOR,MASCULINO,25,18_33,2019-08-22,12,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",GORRITI,14,-58.42686680,-34.59217875,MOTO,BICICLETA
506,2019-0071-507,2019-0071,PEATON,MASCULINO,SD,SD,2019-08-27,11,AVENIDA,PRIMERA JUNTA,OLIVERA AV.,9,-58.47961100,-34.65620398,PEATON,CARGAS
507,2019-0072-508,2019-0072,CONDUCTOR,MASCULINO,22,18_33,2019-08-28,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",AZUL,10,-58.47439934,-34.63524207,AUTO,AUTO
508,2019-0073-509,2019-0073,CONDUCTOR,MASCULINO,29,18_33,2019-08-29,1,AVENIDA,ALVAREZ THOMAS AV.,,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO
509,2019-0074-510,2019-0074,CONDUCTOR,MASCULINO,35,34_49,2019-08-29,9,AUTOPISTA,"LUGONES, LEOPOLDO AV.","PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,MOTO,CARGAS
510,2019-0075-511,2019-0075,CONDUCTOR,MASCULINO,31,18_33,2019-08-30,23,CALLE,SAN ANTONIO,LUJAN,4,-58.37571078,-34.65584079,MOTO,PASAJEROS
511,2019-0076-512,2019-0076,CONDUCTOR,FEMENINO,29,18_33,2019-09-05,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37157668,-34.65429986,MOTO,CARGAS
512,2019-0077-513,2019-0077,PEATON,FEMENINO,28,18_33,2019-09-08,3,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",TAGLE,14,-58.39811256,-34.58070186,PEATON,AUTO
513,2019-0078-514,2019-0078,PEATON,FEMENINO,72,>65,2019-09-12,8,AVENIDA,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,PEATON,CARGAS
514,2019-0079-515,2019-0079,CONDUCTOR,MASCULINO,57,50_65,2019-09-17,5,CALLE,AGRELO,COLOMBRES,5,-58.41822901,-34.61866836,MOTO,PASAJEROS
515,2019-0080-516,2019-0080,PEATON,MASCULINO,76,>65,2019-09-17,18,GRAL PAZ,CABILDO AV.,"PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON,MOTO
516,2019-0081-517,2019-0081,PEATON,MASCULINO,67,>65,2019-09-23,16,AVENIDA,ELCANO AV.,,15,-58.46141281,-34.58623761,PEATON,PASAJEROS
517,2019-0082-518,2019-0082,CICLISTA,MASCULINO,47,34_49,2019-09-25,7,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,8,-58.42985146,-34.66119740,BICICLETA,CARGAS
518,2019-0083-519,2019-0083,CONDUCTOR,MASCULINO,73,>65,2019-09-26,8,CALLE,MONTE,CORVALAN,9,-58.48457413,-34.65839090,AUTO,AUTO
519,2019-0084-520,2019-0084,CICLISTA,FEMENINO,40,34_49,2019-09-27,11,CALLE,TANDIL,LAFUENTE,7,-58.46572884,-34.63628186,BICICLETA,CARGAS
520,2019-0085-521,2019-0085,CICLISTA,MASCULINO,20,18_33,2019-10-09,22,CALLE,CARDOSO,BACACAY,10,-58.49261744,-34.63419130,BICICLETA,TREN
521,2019-0086-522,2019-0086,CONDUCTOR,MASCULINO,29,18_33,2019-10-15,14,AVENIDA,CORRIENTES AV.,,15,-58.45283186,-34.58841560,MOTO,PASAJEROS
522,2019-0087-523,2019-0087,CONDUCTOR,MASCULINO,41,34_49,2019-10-21,21,AVENIDA,ALVAREZ THOMAS AV.,MENDOZA,12,-58.47973681,-34.57418656,MOTO,MOTO
523,2019-0088-524,2019-0088,PEATON,MASCULINO,27,18_33,2019-10-22,20,AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PASAJEROS
524,2019-0089-525,2019-0089,PEATON,FEMENINO,92,>65,2019-10-23,15,AVENIDA,"BROWN, ALTE. AV.","BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON,CARGAS
525,2019-0090-526,2019-0090,PEATON,MASCULINO,67,>65,2019-10-24,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,9,-58.49962423,-34.64868027,PEATON,MOTO
526,2019-0091-527,2019-0091,PEATON,MASCULINO,35,34_49,2019-11-01,20,AVENIDA,"JUSTO, JUAN B. AV.",CAMARGO,15,-58.44551437,-34.59559816,PEATON,PASAJEROS
527,2019-0092-528,2019-0092,PEATON,MASCULINO,37,34_49,2019-11-03,10,CALLE,"BRIN, MINISTRO",SUAREZ,4,-58.35608181,-34.63420319,PEATON,PASAJEROS
528,2019-0093-529,2019-0093,CICLISTA,MASCULINO,16,<18,2019-11-13,11,AVENIDA,NIZA,"JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,BICICLETA,OTRO
529,2019-0094-530,2019-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,SD,SD,2019-11-18,14,CALLE,CAMARGO,SERRANO,15,-58.44368628,-34.59724326,MOTO,OTRO
530,2019-0095-531,2019-0095,CONDUCTOR,MASCULINO,SD,SD,2019-11-20,15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,1,-58.37864583,-34.62907067,MOTO,CARGAS
531,2019-0096-532,2019-0096,PEATON,MASCULINO,73,>65,2019-11-22,19,AVENIDA,CASEROS AV.,PIEDRAS,1,-58.37560352,-34.62726382,PEATON,PASAJEROS
532,2019-0097-533,2019-0097,PASAJERO_ACOMPAÑANTE,FEMENINO,23,18_33,2019-11-25,8,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,-58.47721439,-34.64815069,MOTO,MULTIPLE
533,2019-0098-534,2019-0098,PASAJERO_ACOMPAÑANTE,FEMENINO,61,50_65,2019-11-25,14,AVENIDA,GUZMAN,,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS
534,2019-0100-535,2019-0100,CONDUCTOR,MASCULINO,38,34_49,2019-12-05,17,AVENIDA,DE LOS CONSTITUYENTES AV.,,12,-58.49040794,-34.58368803,MOTO,AUTO
535,2019-0101-536,2019-0101,CONDUCTOR,MASCULINO,25,18_33,2019-12-17,4,AVENIDA,"MORENO, PERITO AV.",TILCARA AV.,4,-58.42102679,-34.64991178,MOTO,MOTO
536,2019-0102-537,2019-0102,CONDUCTOR,MASCULINO,18,18_33,2019-12-17,14,CALLE,IBARROLA,"GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,MOTO,AUTO
537,2019-0103-538,2019-0103,CONDUCTOR,MASCULINO,24,18_33,2019-12-18,12,GRAL PAZ,"PAZ, GRAL. AV.",GRIVEO,11,-58.52169422,-34.59471640,MOTO,MOTO
538,2019-0104-539,2019-0104,PASAJERO_ACOMPAÑANTE,FEMENINO,23,18_33,2019-12-21,4,AVENIDA,RIVADAVIA AV.,PERGAMINO,10,-58.47460416,-34.63206174,MOTO,AUTO
539,2020-0001-540,2020-0001,PEATON,FEMENINO,87,>65,2020-01-04,10,CALLE,URIARTE,LOYOLA,15,-58.43910409,-34.59213355,PEATON,AUTO
540,2020-0002-541,2020-0002,CONDUCTOR,MASCULINO,36,34_49,2020-01-05,20,AVENIDA,SARAZA,VARELA AV.,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO
541,2020-0003-542,2020-0003,PEATON,MASCULINO,44,34_49,2020-01-11,6,AVENIDA,RIVADAVIA AV.,COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON,AUTO
542,2020-0004-543,2020-0004,PEATON,MASCULINO,82,>65,2020-01-14,21,AVENIDA,RODRIGUEZ PEÑA,RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON,PASAJEROS
543,2020-0005-544,2020-0005,CONDUCTOR,MASCULINO,25,18_33,2020-01-14,6,AVENIDA,24 DE NOVIEMBRE,SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO,PASAJEROS
544,2020-0006-545,2020-0006,CONDUCTOR,MASCULINO,23,18_33,2020-01-20,12,AVENIDA,LAFUENTE AV.,,8,-58.44925765,-34.65412546,MOTO,CARGAS
545,2020-0007-546,2020-0007,PEATON,MASCULINO,52,50_65,2020-01-27,0,CALLE,CHILE,LIMA,1,-58.38156850,-34.61648696,PEATON,MOTO
546,2020-0008-547,2020-0008,CONDUCTOR,MASCULINO,49,34_49,2020-01-30,7,AVENIDA,CORDOBA AV.,"JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO,CARGAS
547,2020-0009-548,2020-0009,PEATON,MASCULINO,48,34_49,2020-02-04,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,PEATON,AUTO
548,2020-0010-549,2020-0010,CONDUCTOR,MASCULINO,SD,SD,2020-02-08,5,AVENIDA,9 DE JULIO AV.,SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO
549,2020-0011-550,2020-0011,CONDUCTOR,MASCULINO,31,18_33,2020-02-12,11,CALLE,COLOMBRES,,5,-58.41803309,-34.61823178,MOTO,CARGAS
550,2020-0012-551,2020-0012,PEATON,FEMENINO,66,>65,2020-02-18,21,CALLE,MEXICO,,3,-58.40604003,-34.61783553,PEATON,MOTO
551,2020-0013-552,2020-0013,PEATON,FEMENINO,58,50_65,2020-02-20,12,AVENIDA,COMBATIENTES DE MALVINAS AV.,TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON,MOTO
552,2020-0014-553,2020-0014,CONDUCTOR,MASCULINO,SD,SD,2020-02-27,2,CALLE,BERMUDEZ,NOGOYA,11,-58.51398484,-34.61600366,MOTO,PASAJEROS
553,2020-0015-554,2020-0015,CONDUCTOR,MASCULINO,29,18_33,2020-02-28,14,AVENIDA,BRASIL AV.,PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO,PASAJEROS
554,2020-0016-555,2020-0016,PEATON,MASCULINO,68,>65,2020-02-29,13,AVENIDA,"ALEM, LEANDRO N. AV.",,1,-58.37133616,-34.59879316,PEATON,PASAJEROS
555,2020-0017-556,2020-0017,PEATON,MASCULINO,SD,SD,2020-03-05,23,AVENIDA,BELGRANO AV.,RINCON,3,-58.39613805,-34.61413568,PEATON,AUTO
556,2020-0018-557,2020-0018,CONDUCTOR,MASCULINO,31,18_33,2020-03-09,14,AVENIDA,"UDAONDO, GUILLERMO AV.",,13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO
557,2020-0019-558,2020-0019,PEATON,FEMENINO,80,>65,2020-03-10,21,CALLE,CONSTITUCION,CASTRO,5,-58.41972364,-34.62846670,PEATON,AUTO
558,2020-0020-559,2020-0020,PEATON,FEMENINO,74,>65,2020-03-13,17,AVENIDA,PUEYRREDON AV.,"GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON,MOTO
559,2020-0021-560,2020-0021,PEATON,FEMENINO,87,>65,2020-03-14,16,CALLE,"BRAVO, MARIO",,2,-58.41451590,-34.59488319,PEATON,AUTO
560,2020-0022-561,2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,44,34_49,2020-04-07,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO,CARGAS
561,2020-0023-562,2020-0023,CONDUCTOR,MASCULINO,44,34_49,2020-04-09,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO,CARGAS
562,2020-0024-563,2020-0024,CONDUCTOR,MASCULINO,53,50_65,2020-04-24,7,CALLE,MURGUIONDO,,9,-58.50801713,-34.65177305,AUTO,AUTO
563,2020-0025-564,2020-0025,PEATON,MASCULINO,SD,SD,2020-05-12,5,AVENIDA,RIVADAVIA AV.,,3,-58.40258477,-34.60975108,PEATON,AUTO
564,2020-0026-565,2020-0026,CONDUCTOR,MASCULINO,28,18_33,2020-05-17,6,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,14,.,.,MOTO,OBJETO FIJO
565,2020-0027-566,2020-0027,PEATON,MASCULINO,76,>65,2020-05-18,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,8,-58.48267426,-34.68454456,PEATON,CARGAS
566,2020-0028-567,2020-0028,PEATON,MASCULINO,91,>65,2020-05-19,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,15,-58.44248936,-34.60221948,PEATON,PASAJEROS
567,2020-0029-568,2020-0029,PEATON,MASCULINO,80,>65,2020-06-10,14,GRAL PAZ,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON,PASAJEROS
568,2020-0030-569,2020-0030,CONDUCTOR,MASCULINO,40,34_49,2020-06-16,15,AVENIDA,SAN MARTIN AV.,,6,-58.45158942,-34.60646580,MOTO,MULTIPLE
569,2020-0031-570,2020-0031,CONDUCTOR,MASCULINO,29,18_33,2020-06-30,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,9,-58.49344309,-34.65788529,MOTO,CARGAS
570,2020-0032-571,2020-0032,CONDUCTOR,MASCULINO,21,18_33,2020-07-10,23,AVENIDA,CORRIENTES AV.,SERRANO,15,-58.44259166,-34.59635137,MOTO,AUTO
571,2020-0033-572,2020-0033,CONDUCTOR,MASCULINO,32,18_33,2020-07-19,6,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO
572,2020-0034-573,2020-0034,PEATON,FEMENINO,SD,SD,2020-08-02,3,CALLE,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON,AUTO
573,2020-0035-574,2020-0035,CONDUCTOR,MASCULINO,40,34_49,2020-08-04,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,,7,-58.45068621,-34.63638927,MOTO,PASAJEROS
574,2020-0036-575,2020-0036,PEATON,MASCULINO,72,>65,2020-08-07,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,14,-58.42016954,-34.58778790,PEATON,MOTO
575,2020-0037-576,2020-0037,PEATON,MASCULINO,38,34_49,2020-08-29,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,8,-58.43850413,-34.65554754,PEATON,AUTO
576,2020-0038-577,2020-0038,CONDUCTOR,MASCULINO,46,34_49,2020-08-30,4,AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,AUTO
577,2020-0038-578,2020-0038,CONDUCTOR,MASCULINO,64,50_65,2020-08-30,4,AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,AUTO
578,2020-0039-579,2020-0039,PEATON,MASCULINO,44,34_49,2020-09-01,19,CALLE,MURGUIONDO,,9,.,.,PEATON,CARGAS
579,2020-0040-580,2020-0040,CONDUCTOR,MASCULINO,SD,SD,2020-09-12,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),2,-58.38526125,-34.57805810,AUTO,OBJETO FIJO
580,2020-0041-581,2020-0041,CONDUCTOR,MASCULINO,34,34_49,2020-09-28,1,AVENIDA,CURAPALIGUE,"PERON, EVA AV.",7,-58.44750470,-34.63491705,MOTO,PASAJEROS
581,2020-0042-582,2020-0042,PEATON,FEMENINO,53,50_65,2020-09-29,17,AVENIDA,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,8,-58.46745752,-34.68192648,PEATON,PASAJEROS
582,2020-0043-583,2020-0043,PEATON,MASCULINO,64,50_65,2020-09-30,17,AVENIDA,"ALEM, LEANDRO N. AV.",PARAGUAY,1,-58.37202621,-34.59717942,PEATON,PASAJEROS
583,2020-0044-584,2020-0044,CONDUCTOR,MASCULINO,43,34_49,2020-10-05,0,AVENIDA,LA PLATA AV.,INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO,AUTO
584,2020-0045-585,2020-0045,CONDUCTOR,MASCULINO,50,50_65,2020-10-19,3,GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,8,-58.46244952,-34.70524971,AUTO,CARGAS
